open;close;high;low;ask;bid;volume
15.546454429626465;15.701401710510254;15.804699897766113;15.443155288696289;0;0;579329
15.701401710510254;15.133258819580078;15.85634994506836;15.133258819580078;0;0;800951
15.236557960510254;15.339856147766113;15.443155288696289;15.236557960510254;0;0;457736
15.339856147766113;15.081609725952148;15.339856147766113;14.978310585021973;0;0;370391
14.565115928649902;14.255220413208008;14.720064163208008;14.255220413208008;0;0;1002012
14.461816787719727;14.513466835021973;14.616765022277832;14.410167694091797;0;0;427635
14.461816787719727;14.410167694091797;14.513466835021973;14.203571319580078;0;0;366964
13.790375709533691;14.203571319580078;14.203571319580078;13.790375709533691;0;0;317659
12.860688209533691;12.83486270904541;13.015636444091797;12.499141693115234;0;0;941051
12.912337303161621;12.757389068603516;13.170583724975586;12.731563568115234;0;0;1038305
11.72440242767334;12.47331714630127;12.524967193603516;11.646927833557129;0;0;1249634
12.860688209533691;12.757389068603516;13.170583724975586;12.757389068603516;0;0;752851
13.015636444091797;12.83486270904541;13.06728458404541;12.78321361541748;0;0;507570
12.96398639678955;13.11893367767334;13.325531959533691;12.912337303161621;0;0;961334
13.273881912231445;14.410167694091797;14.410167694091797;13.170583724975586;0;0;1718335
14.616765022277832;13.583778381347656;14.823363304138184;13.532129287719727;0;0;3899381
13.11893367767334;13.015636444091797;13.222232818603516;12.96398639678955;0;0;1010866
13.11893367767334;13.222232818603516;13.945323944091797;12.88651180267334;0;0;4100824
13.532129287719727;13.06728458404541;13.893674850463867;13.015636444091797;0;0;1813178
13.222232818603516;12.83486270904541;13.273881912231445;12.731563568115234;0;0;710448
12.83486270904541;12.83486270904541;12.83486270904541;12.83486270904541;0;0;0
12.83486270904541;12.83486270904541;12.83486270904541;12.83486270904541;0;0;0
13.325531959533691;13.377181053161621;13.738726615905762;13.325531959533691;0;0;1024572
13.377181053161621;13.532129287719727;13.996973037719727;13.325531959533691;0;0;1889948
13.583778381347656;13.42883014678955;13.842024803161621;13.42883014678955;0;0;1104528
13.635428428649902;13.842024803161621;13.996973037719727;13.635428428649902;0;0;1316971
14.875012397766113;14.616765022277832;15.029959678649902;14.565115928649902;0;0;1526615
14.720064163208008;13.687076568603516;15.133258819580078;13.42883014678955;0;0;2029433
14.048623085021973;15.029959678649902;15.029959678649902;13.893674850463867;0;0;2159028
15.443155288696289;16.527790069580078;16.527790069580078;14.565115928649902;0;0;4680490
